,Unnamed: 0.1,file,trans,speaker,start,end,duration,dialect,dialect_int,trans_length,trans_int,edu,work,age,edu_int,work_int,age_int
301,19021,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_f_01_1.wav,DIFFERENT TYPES OF THINGS UM,DCA_se3_ag3_f_01,1226.8734,1228.3471,1.473700000000008,africa_american,0,28,5 10 7 7 6 19 6 15 21 28 21 26 17 6 20 28 16 7 28 21 9 10 15 8 20 28 22 14,High School,Lower Middle Class,30 to 50,3,0,2
317,23668,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,YOU KNOW AS HE DIGESTING THE MOUSE YOU KNOW THE WAY HIS SKIN MOVES AND EVERYTHING,DCA_se2_ag2_m_02,313.2757,316.4682,3.1925000000000523,africa_american,0,81,26 16 22 28 12 15 16 24 28 2 20 28 9 6 28 5 10 8 6 20 21 10 15 8 28 21 9 6 28 14 16 22 20 6 28 26 16 22 28 12 15 16 24 28 21 9 6 28 24 2 26 28 9 10 20 28 20 12 10 15 28 14 16 23 6 20 28 2 15 5 28 6 23 6 19 26 21 9 10 15 8,High School,Upper Working Class,20 to 29,3,5,1
318,11558,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_2.wav,SOME OF THE THINGS WE USED TO DO AND THE BALL PLAYING AND,DCA_se3_ag3_m_01,260.3442,263.2492,2.9049999999999727,africa_american,0,57,20 16 14 6 28 16 7 28 21 9 6 28 21 9 10 15 8 20 28 24 6 28 22 20 6 5 28 21 16 28 5 16 28 2 15 5 28 21 9 6 28 3 2 13 13 28 17 13 2 26 10 15 8 28 2 15 5,Some College,Upper Middle Class,30 to 50,4,4,2
321,32922,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_01_1.wav,SHEET METAL SOMETHING LIKE THAT HE SAID HE JUST WANTED ME TO DRAW I WOULD DRAW PLANS FOR HIM AND STUFF LIKE THIS,DCA_se2_ag2_m_01,631.3676,635.3721,4.004500000000006,africa_american,0,112,20 9 6 6 21 28 14 6 21 2 13 28 20 16 14 6 21 9 10 15 8 28 13 10 12 6 28 21 9 2 21 28 9 6 28 20 2 10 5 28 9 6 28 11 22 20 21 28 24 2 15 21 6 5 28 14 6 28 21 16 28 5 19 2 24 28 10 28 24 16 22 13 5 28 5 19 2 24 28 17 13 2 15 20 28 7 16 19 28 9 10 14 28 2 15 5 28 20 21 22 7 7 28 13 10 12 6 28 21 9 10 20,High School,Upper Working Class,20 to 29,3,5,1
324,20208,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_f_05_1.wav,I HAD A CRUSH ON HIM BUT THAT WAS ALL,DCA_se3_ag1_f_05,853.5823,855.1831,1.6007999999999356,africa_american,0,37,10 28 9 2 5 28 2 28 4 19 22 20 9 28 16 15 28 9 10 14 28 3 22 21 28 21 9 2 21 28 24 2 20 28 2 13 13,Student_hs,Lower Middle Class,-19,7,0,0
339,27181,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_03_1.wav,THAT'S AWHILE NOW HE'S STAYING WITH DOCTOR ROSSI,DCA_se3_ag2_f_03,284.0443,286.6073,2.562999999999988,africa_american,0,48,21 9 2 21 1 20 28 2 24 9 10 13 6 28 15 16 24 28 9 6 1 20 28 20 21 2 26 10 15 8 28 24 10 21 9 28 5 16 4 21 16 19 28 19 16 20 20 10,Some College,Lower Middle Class,20 to 29,4,0,1
341,29983,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_f_01_1.wav,PRESSED THE BUTTON THE GLASS WENT OVER,DCA_se3_ag1_f_01,628.8234,630.4916,1.6681999999999562,africa_american,0,38,17 19 6 20 20 6 5 28 21 9 6 28 3 22 21 21 16 15 28 21 9 6 28 8 13 2 20 20 28 24 6 15 21 28 16 23 6 19,Student_ms,Lower Middle Class,-19,8,0,0
347,52795,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_01_1.wav,AND THEN THE MOTHER BEAR SAYS,DCA_se1_ag1_m_01,914.6196,915.9765,1.3568999999999958,africa_american,0,29,2 15 5 28 21 9 6 15 28 21 9 6 28 14 16 21 9 6 19 28 3 6 2 19 28 20 2 26 20,Student_ms,Lower Working Class,-19,8,1,0
349,29588,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_05_1.wav,TV AGAIN AND ON THE WEEKENDS OF COURSE THERE WERE PARTIES,DCA_se3_ag2_f_05,707.3725,710.2655,2.8930000000000287,africa_american,0,57,21 23 28 2 8 2 10 15 28 2 15 5 28 16 15 28 21 9 6 28 24 6 6 12 6 15 5 20 28 16 7 28 4 16 22 19 20 6 28 21 9 6 19 6 28 24 6 19 6 28 17 2 19 21 10 6 20,College,Lower Middle Class,20 to 29,0,0,1
351,55497,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_06_1.wav,CAUSE THEY WAS SINGING REAL WELL AND,DCA_se1_ag1_m_06,164.9637,167.1506,2.1869000000000085,africa_american,0,36,4 2 22 20 6 28 21 9 6 26 28 24 2 20 28 20 10 15 8 10 15 8 28 19 6 2 13 28 24 6 13 13 28 2 15 5,Student_hs,Lower Working Class,-19,7,1,0
352,50674,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_03_1.wav,SHE'D GIVE US CHANCES AND STUFF,DCA_se2_ag1_f_03,466.489,468.4065,1.917499999999961,africa_american,0,31,20 9 6 1 5 28 8 10 23 6 28 22 20 28 4 9 2 15 4 6 20 28 2 15 5 28 20 21 22 7 7,Student_ms,Upper Working Class,-19,8,5,0
357,31886,coraal/DCA_audio_2018.10.06/DCA_se3_ag4_m_02_1.wav,WE THINK IS GOING TO HAPPEN IN THE NEIGHBORHOOD WHICH I FIND,DCA_se3_ag4_m_02,1422.9152,1426.0285,3.1132999999999815,africa_american,0,60,24 6 28 21 9 10 15 12 28 10 20 28 8 16 10 15 8 28 21 16 28 9 2 17 17 6 15 28 10 15 28 21 9 6 28 15 6 10 8 9 3 16 19 9 16 16 5 28 24 9 10 4 9 28 10 28 7 10 15 5,High School,Lower Middle Class,51+,3,0,3
360,59185,coraal/DCA_audio_2018.10.06/DCA_se1_ag4_m_02_1.wav,WELL I MEAN MORE SO THAN A MAN,DCA_se1_ag4_m_02,1956.0972,1957.4657,1.36850000000004,africa_american,0,30,24 6 13 13 28 10 28 14 6 2 15 28 14 16 19 6 28 20 16 28 21 9 2 15 28 2 28 14 2 15,Some High School,Lower Working Class,51+,5,1,3
362,45943,coraal/DCA_audio_2018.10.06/DCA_se1_ag4_m_01_1.wav,I REMEMBER ALL OF THOSE AND ALSO WITH A,DCA_se1_ag4_m_01,521.0521,524.1442,3.0920999999999594,africa_american,0,39,10 28 19 6 14 6 14 3 6 19 28 2 13 13 28 16 7 28 21 9 16 20 6 28 2 15 5 28 2 13 20 16 28 24 10 21 9 28 2,Some High School,Lower Working Class,51+,5,1,3
367,2698,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_m_01_1.wav,UH THE WOMAN WHO UM,DCA_se3_ag2_m_01,524.6394,526.1781,1.5386999999999489,africa_american,0,19,22 9 28 21 9 6 28 24 16 14 2 15 28 24 9 16 28 22 14,Some College,Lower Middle Class,20 to 29,4,0,1
369,2019,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_03_1.wav,THIS WAS DURING THE CIVIL WAR,DCA_se2_ag2_m_03,852.0763,853.3408,1.2644999999999982,africa_american,0,29,21 9 10 20 28 24 2 20 28 5 22 19 10 15 8 28 21 9 6 28 4 10 23 10 13 28 24 2 19,High School,Upper Working Class,20 to 29,3,5,1
386,24153,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_02_1.wav,AND UH THE OTHERS WOULD RUN AND HIDE,DCA_se3_ag2_f_02,203.9749,206.0321,2.0572000000000235,africa_american,0,36,2 15 5 28 22 9 28 21 9 6 28 16 21 9 6 19 20 28 24 16 22 13 5 28 19 22 15 28 2 15 5 28 9 10 5 6,Some College,Lower Middle Class,20 to 29,4,0,1
393,52167,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_01_1.wav,AND THE THIEF GOT IN THE ROOM,DCA_se2_ag3_m_01,530.6132,531.9623,1.3491000000000213,africa_american,0,29,2 15 5 28 21 9 6 28 21 9 10 6 7 28 8 16 21 28 10 15 28 21 9 6 28 19 16 16 14,Some High School,Upper Working Class,30 to 50,5,5,2
396,37608,coraal/DCA_audio_2018.10.06/DCA_se2_ag4_f_01_1.wav,THAT'S THE WAY WE PLAYED IT,DCA_se2_ag4_f_01,122.7341,123.9371,1.203000000000003,africa_american,0,27,21 9 2 21 1 20 28 21 9 6 28 24 2 26 28 24 6 28 17 13 2 26 6 5 28 10 21,Elementary School,Upper Working Class,51+,1,5,3
397,22496,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_03_1.wav,AFTER I KEEP ASKING IT,DCA_se1_ag1_m_03,1830.1082,1831.6283,1.520100000000184,africa_american,0,22,2 7 21 6 19 28 10 28 12 6 6 17 28 2 20 12 10 15 8 28 10 21,Student_ms,Lower Working Class,-19,8,1,0
411,47803,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_04_1.wav,IF YOU REALLY DO YOUR WORK AND,DCA_se3_ag1_m_04,1134.2528,1135.7375,1.4846999999999753,africa_american,0,30,10 7 28 26 16 22 28 19 6 2 13 13 26 28 5 16 28 26 16 22 19 28 24 16 19 12 28 2 15 5,Student_hs,Lower Middle Class,-19,7,0,0
417,49195,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_05_1.wav,SO HE TOLD 'EM TO FIX HIM SOMETHING TO DRINK AND HE FIXED IT AND THEN,DCA_se1_ag1_m_05,721.8518,726.0189999999999,4.167199999999866,africa_american,0,69,20 16 28 9 6 28 21 16 13 5 28 1 6 14 28 21 16 28 7 10 25 28 9 10 14 28 20 16 14 6 21 9 10 15 8 28 21 16 28 5 19 10 15 12 28 2 15 5 28 9 6 28 7 10 25 6 5 28 10 21 28 2 15 5 28 21 9 6 15,Student_ms,Lower Working Class,-19,8,1,0
419,5402,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_f_04_1.wav,I WAS LAUGHING HOLLERING DOING EVERYTHING ELSE IN THE FIRST GRADE,DCA_se3_ag1_f_04,964.5464,967.3151,2.7687000000000808,africa_american,0,65,10 28 24 2 20 28 13 2 22 8 9 10 15 8 28 9 16 13 13 6 19 10 15 8 28 5 16 10 15 8 28 6 23 6 19 26 21 9 10 15 8 28 6 13 20 6 28 10 15 28 21 9 6 28 7 10 19 20 21 28 8 19 2 5 6,Student_hs,Lower Middle Class,-19,7,0,0
421,61132,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_08_1.wav,ONE OF THOSE DOG COATS,DCA_se1_ag1_m_08,411.0732,412.3823,1.3091000000000008,africa_american,0,22,16 15 6 28 16 7 28 21 9 16 20 6 28 5 16 8 28 4 16 2 21 20,High School,Lower Working Class,-19,3,1,0
430,17381,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_05_1.wav,TALK A LOT OF CRAP ABOUT,DCA_se3_ag1_m_05,656.9047,658.1072,1.2024999999999864,africa_american,0,24,21 2 13 12 28 2 28 13 16 21 28 16 7 28 4 19 2 17 28 2 3 16 22 21,Student_hs,Lower Middle Class,-19,7,0,0
434,18273,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_1.wav,BUT THEN OF COURSE IN HIGH SCHOOL I DRIFTED AWAY FROM,DCA_se3_ag3_m_01,2367.5926,2371.2938,3.701199999999971,africa_american,0,53,3 22 21 28 21 9 6 15 28 16 7 28 4 16 22 19 20 6 28 10 15 28 9 10 8 9 28 20 4 9 16 16 13 28 10 28 5 19 10 7 21 6 5 28 2 24 2 26 28 7 19 16 14,Some College,Upper Middle Class,30 to 50,4,4,2
444,170,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_03_1.wav,AND UH IN FACT THEY WERE TWO,DCA_se3_ag1_m_03,1403.0485,1404.5368,1.4882999999999809,africa_american,0,28,2 15 5 28 22 9 28 10 15 28 7 2 4 21 28 21 9 6 26 28 24 6 19 6 28 21 24 16,Student_hs,Upper Class,-19,7,3,0
450,4193,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_01_1.wav,GOOD PART OF IT WAS WHEN THEY UH,DCA_se2_ag1_m_01,447.3366,448.7262,1.3896000000000301,africa_american,0,32,8 16 16 5 28 17 2 19 21 28 16 7 28 10 21 28 24 2 20 28 24 9 6 15 28 21 9 6 26 28 22 9,Student_hs,Upper Working Class,-19,7,5,0
451,31391,coraal/DCA_audio_2018.10.06/DCA_se3_ag4_m_01_1.wav,WELL I'VE HAD A LOT OF GOOD TEACHERS,DCA_se3_ag4_m_01,2131.539,2132.798,1.2590000000000146,africa_american,0,36,24 6 13 13 28 10 1 23 6 28 9 2 5 28 2 28 13 16 21 28 16 7 28 8 16 16 5 28 21 6 2 4 9 6 19 20,College,Unknown,51+,0,2,3
454,34689,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,I THOUGHT FOR SURE THE DOG WAS GONNA KILL KENO BUT,DCA_se2_ag2_m_02,536.9852,538.7266,1.7413999999999987,africa_american,0,50,10 28 21 9 16 22 8 9 21 28 7 16 19 28 20 22 19 6 28 21 9 6 28 5 16 8 28 24 2 20 28 8 16 15 15 2 28 12 10 13 13 28 12 6 15 16 28 3 22 21,High School,Upper Working Class,20 to 29,3,5,1
463,5030,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_03_1.wav,NO I NEVER BEEN IN A GANG FIGHT,DCA_se2_ag1_m_03,1530.689,1532.0785,1.3895000000002256,africa_american,0,31,15 16 28 10 28 15 6 23 6 19 28 3 6 6 15 28 10 15 28 2 28 8 2 15 8 28 7 10 8 9 21,Student_hs,Upper Working Class,-19,7,5,0
468,28132,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_f_02_1.wav,MY SISTER HAD A RADIO TOO,DCA_se3_ag1_f_02,1115.8832,1117.697,1.8137999999999008,africa_american,0,25,14 26 28 20 10 20 21 6 19 28 9 2 5 28 2 28 19 2 5 10 16 28 21 16 16,Student_ms,Lower Middle Class,-19,8,0,0
470,48114,coraal/DCA_audio_2018.10.06/DCA_se2_ag4_f_01_1.wav,BUT HE WAS ABOUT THE WORST THERE WAS OF ALL,DCA_se2_ag4_f_01,676.1971,678.6124,2.415300000000002,africa_american,0,43,3 22 21 28 9 6 28 24 2 20 28 2 3 16 22 21 28 21 9 6 28 24 16 19 20 21 28 21 9 6 19 6 28 24 2 20 28 16 7 28 2 13 13,Elementary School,Upper Working Class,51+,1,5,3
474,23504,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_1.wav,THE TEACHER I DID HAVE ONE THAT WAS VERY VERY UM,DCA_se3_ag3_m_01,1570.0477,1572.8042,2.75649999999996,africa_american,0,48,21 9 6 28 21 6 2 4 9 6 19 28 10 28 5 10 5 28 9 2 23 6 28 16 15 6 28 21 9 2 21 28 24 2 20 28 23 6 19 26 28 23 6 19 26 28 22 14,Some College,Upper Middle Class,30 to 50,4,4,2
488,50341,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_04_1.wav,HIS FAULT AND HE DIDN'T LAST VERY LONG,DCA_se3_ag1_m_04,1358.3216,1360.0864,1.7647999999999229,africa_american,0,38,9 10 20 28 7 2 22 13 21 28 2 15 5 28 9 6 28 5 10 5 15 1 21 28 13 2 20 21 28 23 6 19 26 28 13 16 15 8,Student_hs,Lower Middle Class,-19,7,0,0
490,8466,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_02_1.wav,WELL THEM HOODLUMS WAS,DCA_se2_ag3_m_02,988.9489,990.2149,1.2659999999999627,africa_american,0,22,24 6 13 13 28 21 9 6 14 28 9 16 16 5 13 22 14 20 28 24 2 20,Some High School,Upper Working Class,30 to 50,5,5,2
494,2975,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_02_1.wav,A PRIVATE SCHOOL IN NEW YORK,DCA_se3_ag3_m_02,626.6869,628.0476,1.3606999999999516,africa_american,0,28,2 28 17 19 10 23 2 21 6 28 20 4 9 16 16 13 28 10 15 28 15 6 24 28 26 16 19 12,Some High School,Lower Middle Class,30 to 50,5,0,2
498,51837,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_2.wav,TRAVEL AROUND TO THE DIFFERENT RELATIVES OF COURSE UM,DCA_se3_ag3_m_01,1021.2298,1024.8575,3.627700000000118,africa_american,0,53,21 19 2 23 6 13 28 2 19 16 22 15 5 28 21 16 28 21 9 6 28 5 10 7 7 6 19 6 15 21 28 19 6 13 2 21 10 23 6 20 28 16 7 28 4 16 22 19 20 6 28 22 14,Some College,Upper Middle Class,30 to 50,4,4,2
499,4722,coraal/DCA_audio_2018.10.06/DCA_se1_ag4_m_02_1.wav,THEN I WOUND UP BEING A GOOD DRIVER,DCA_se1_ag4_m_02,554.3556,555.8778,1.522199999999998,africa_american,0,35,21 9 6 15 28 10 28 24 16 22 15 5 28 22 17 28 3 6 10 15 8 28 2 28 8 16 16 5 28 5 19 10 23 6 19,Some High School,Lower Working Class,51+,5,1,3
500,25346,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_05_1.wav,I WAS CONSIDERED SOMEWHAT OF A TOMBOY,DCA_se3_ag2_f_05,1135.3546,1137.6093,2.2547000000001844,africa_american,0,37,10 28 24 2 20 28 4 16 15 20 10 5 6 19 6 5 28 20 16 14 6 24 9 2 21 28 16 7 28 2 28 21 16 14 3 16 26,College,Lower Middle Class,20 to 29,0,0,1
507,1426,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_07_1.wav,MY ASSOCIATES THAT I BE WITH THEY DON'T LIVE ON MY STREET,DCA_se2_ag1_f_07,1351.9869,1354.78,2.7930999999998685,africa_american,0,57,14 26 28 2 20 20 16 4 10 2 21 6 20 28 21 9 2 21 28 10 28 3 6 28 24 10 21 9 28 21 9 6 26 28 5 16 15 1 21 28 13 10 23 6 28 16 15 28 14 26 28 20 21 19 6 6 21,Student_hs,Upper Working Class,-19,7,5,0
508,44431,coraal/DCA_audio_2018.10.06/DCA_se1_ag3_m_01_1.wav,CAN REMEMBER ONE BUT,DCA_se1_ag3_m_01,281.6462,283.0079,1.3616999999999848,africa_american,0,20,4 2 15 28 19 6 14 6 14 3 6 19 28 16 15 6 28 3 22 21,High School,Lower Working Class,30 to 50,3,1,2
509,2800,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_f_04_1.wav,BUT IN BEHAVING I GOT A U,DCA_se1_ag1_f_04,1411.5673,1413.2723,1.7050000000001546,africa_american,0,25,3 22 21 28 10 15 28 3 6 9 2 23 10 15 8 28 10 28 8 16 21 28 2 28 22,Student_ms,Lower Working Class,-19,8,1,0
515,27072,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_05_1.wav,IT'S ALL INDIVIDUAL COMPETITION YOU KNOW,DCA_se3_ag1_m_05,1459.876,1461.7048,1.8288000000000009,africa_american,0,40,10 21 1 20 28 2 13 13 28 10 15 5 10 23 10 5 22 2 13 28 4 16 14 17 6 21 10 21 10 16 15 28 26 16 22 28 12 15 16 24,Student_hs,Lower Middle Class,-19,7,0,0
521,44605,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_03_1.wav,WHAT MADE 'EM TICK I GUESS,DCA_se2_ag2_m_03,1713.9208,1715.1356,1.2147999999999683,africa_american,0,26,24 9 2 21 28 14 2 5 6 28 1 6 14 28 21 10 4 12 28 10 28 8 22 6 20 20,High School,Upper Working Class,20 to 29,3,5,1
525,22532,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_f_01_1.wav,IT'S JUST LIKE BEING KIND TO OTHERS,DCA_se3_ag1_f_01,1598.9536,1600.8794,1.9257999999999809,africa_american,0,35,10 21 1 20 28 11 22 20 21 28 13 10 12 6 28 3 6 10 15 8 28 12 10 15 5 28 21 16 28 16 21 9 6 19 20,Student_ms,Lower Middle Class,-19,8,0,0
528,46340,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_03_1.wav,AND IF YOU OVER HERE YOU HAVE TO THROW IT LIKE THAT AND IT'LL COME TO YOU,DCA_se1_ag1_m_03,476.7913,480.1695,3.3782000000000494,africa_american,0,73,2 15 5 28 10 7 28 26 16 22 28 16 23 6 19 28 9 6 19 6 28 26 16 22 28 9 2 23 6 28 21 16 28 21 9 19 16 24 28 10 21 28 13 10 12 6 28 21 9 2 21 28 2 15 5 28 10 21 1 13 13 28 4 16 14 6 28 21 16 28 26 16 22,Student_ms,Lower Working Class,-19,8,1,0
534,23431,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,AND SO UH AFTER I HAD HIM,DCA_se2_ag2_m_02,525.9483,527.4594,1.5110999999999422,africa_american,0,25,2 15 5 28 20 16 28 22 9 28 2 7 21 6 19 28 10 28 9 2 5 28 9 10 14,High School,Upper Working Class,20 to 29,3,5,1
537,16980,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_07_2.wav,AVOID SOME OF THESE THINGS LIKE SOME OF THESE THINGS HAPPEN FROM OUR STUPIDITY BUT YOU KNOW,DCA_se1_ag1_m_07,355.2269,359.4083,4.1813999999999965,africa_american,0,91,2 23 16 10 5 28 20 16 14 6 28 16 7 28 21 9 6 20 6 28 21 9 10 15 8 20 28 13 10 12 6 28 20 16 14 6 28 16 7 28 21 9 6 20 6 28 21 9 10 15 8 20 28 9 2 17 17 6 15 28 7 19 16 14 28 16 22 19 28 20 21 22 17 10 5 10 21 26 28 3 22 21 28 26 16 22 28 12 15 16 24,Student_hs,Lower Working Class,-19,7,1,0
544,16729,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_01_1.wav,PIECE OF CANDY OR SOMETHING YOU KNOW,DCA_se2_ag3_m_01,198.8903,200.1967,1.3063999999999965,africa_american,0,36,17 10 6 4 6 28 16 7 28 4 2 15 5 26 28 16 19 28 20 16 14 6 21 9 10 15 8 28 26 16 22 28 12 15 16 24,Some High School,Upper Working Class,30 to 50,5,5,2
545,41261,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_m_03_1.wav,WELL I'M NOT A CHURCHGOER BUT AT ONE TIME I WAS UH,DCA_se3_ag2_m_03,1065.8194,1069.3327,3.5132999999998447,africa_american,0,50,24 6 13 13 28 10 1 14 28 15 16 21 28 2 28 4 9 22 19 4 9 8 16 6 19 28 3 22 21 28 2 21 28 16 15 6 28 21 10 14 6 28 10 28 24 2 20 28 22 9,High School,Lower Middle Class,20 to 29,3,0,1
552,6914,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_02_1.wav,ONE OF MY NEIGHBORS HAD HAD ONE,DCA_se2_ag1_m_02,2184.2012,2185.8143,1.6131000000000313,africa_american,0,31,16 15 6 28 16 7 28 14 26 28 15 6 10 8 9 3 16 19 20 28 9 2 5 28 9 2 5 28 16 15 6,Student_hs,Upper Working Class,-19,7,5,0
561,55624,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_03_1.wav,THEN IT'S ALMOST LUNCH TIME,DCA_se3_ag3_m_03,671.2284,672.9405,1.7121000000000777,africa_american,0,27,21 9 6 15 28 10 21 1 20 28 2 13 14 16 20 21 28 13 22 15 4 9 28 21 10 14 6,Graduate School,Upper Class,30 to 50,2,3,2
562,54078,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_f_01_1.wav,WHEN WE LEFT THE SAME PEOPLE,DCA_se3_ag3_f_01,956.2704,957.8023,1.5318999999999503,africa_american,0,28,24 9 6 15 28 24 6 28 13 6 7 21 28 21 9 6 28 20 2 14 6 28 17 6 16 17 13 6,High School,Lower Middle Class,30 to 50,3,0,2
563,5973,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_03_1.wav,HE BECAME A NERVOUS WRECK BECAUSE THE PRESIDENT WAS CALLING HIM ALL HOURS OF THE NIGHT,DCA_se3_ag2_f_03,600.5469,604.6568,4.109899999999925,africa_american,0,86,9 6 28 3 6 4 2 14 6 28 2 28 15 6 19 23 16 22 20 28 24 19 6 4 12 28 3 6 4 2 22 20 6 28 21 9 6 28 17 19 6 20 10 5 6 15 21 28 24 2 20 28 4 2 13 13 10 15 8 28 9 10 14 28 2 13 13 28 9 16 22 19 20 28 16 7 28 21 9 6 28 15 10 8 9 21,Some College,Lower Middle Class,20 to 29,4,0,1
566,13082,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_05_1.wav,HAD TO HAVE ME A DOG,DCA_se2_ag1_m_05,663.0916,664.4717,1.380100000000084,africa_american,0,20,9 2 5 28 21 16 28 9 2 23 6 28 14 6 28 2 28 5 16 8,High School,Upper Working Class,-19,3,5,0
567,50285,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_2.wav,I FEEL THAT UH,DCA_se3_ag3_m_01,1353.3701,1354.6011,1.2309999999999943,africa_american,0,14,10 28 7 6 6 13 28 21 9 2 21 28 22 9,Some College,Upper Middle Class,30 to 50,4,4,2
573,10821,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_04_1.wav,SHE GOT A DIVORCE FROM STEVEN,DCA_se3_ag2_f_04,336.9673,338.3239,1.3565999999999576,africa_american,0,29,20 9 6 28 8 16 21 28 2 28 5 10 23 16 19 4 6 28 7 19 16 14 28 20 21 6 23 6 15,College,Lower Middle Class,20 to 29,0,0,1
575,16644,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_f_03_1.wav,BUT I STILL DON'T LIKE IT THAT'S WHY I HARDLY KNOW NOTHING ABOUT IT,DCA_se1_ag1_f_03,254.5931,257.6182,3.025100000000009,africa_american,0,67,3 22 21 28 10 28 20 21 10 13 13 28 5 16 15 1 21 28 13 10 12 6 28 10 21 28 21 9 2 21 1 20 28 24 9 26 28 10 28 9 2 19 5 13 26 28 12 15 16 24 28 15 16 21 9 10 15 8 28 2 3 16 22 21 28 10 21,Student_ms,Lower Working Class,-19,8,1,0
579,3912,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_05_1.wav,THEY PLAY SILLY GAMES LIKE UM,DCA_se3_ag1_m_05,568.9933,570.6697,1.6764000000000578,africa_american,0,29,21 9 6 26 28 17 13 2 26 28 20 10 13 13 26 28 8 2 14 6 20 28 13 10 12 6 28 22 14,Student_hs,Lower Middle Class,-19,7,0,0
580,37285,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_02_1.wav,PERSON WHO HAD TO GO THROUGH THE WHOLE THING,DCA_se3_ag1_m_02,332.5941,334.8032,2.209099999999978,africa_american,0,44,17 6 19 20 16 15 28 24 9 16 28 9 2 5 28 21 16 28 8 16 28 21 9 19 16 22 8 9 28 21 9 6 28 24 9 16 13 6 28 21 9 10 15 8,Student_hs,Upper Middle Class,-19,7,4,0
593,24867,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_07_1.wav,YOU CAN REALLY BURN YOURSELF AND,DCA_se2_ag1_f_07,1763.4254,1764.9855,1.5600999999999203,africa_american,0,32,26 16 22 28 4 2 15 28 19 6 2 13 13 26 28 3 22 19 15 28 26 16 22 19 20 6 13 7 28 2 15 5,Student_hs,Upper Working Class,-19,7,5,0
594,18821,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_01_1.wav,SHE HAD THIS LONG HAIR YOU KNOW REAL LONG HAIR,DCA_se2_ag3_m_01,1352.5375,1354.819,2.2815000000000505,africa_american,0,46,20 9 6 28 9 2 5 28 21 9 10 20 28 13 16 15 8 28 9 2 10 19 28 26 16 22 28 12 15 16 24 28 19 6 2 13 28 13 16 15 8 28 9 2 10 19,Some High School,Upper Working Class,30 to 50,5,5,2
